Department,ProductGroup,Price,Type
womens,apparel,448,BLAZER
mens,apparel,118,PANTS
mens,apparel,81.79,PANTS
mens,apparel,98,PANTS
mens,apparel,118,PANTS
mens,apparel,118,PANTS
mens,apparel,28.15,SHIRT
mens,apparel,29.17,SHIRT
mens,apparel,195,PANTS
womens,apparel,99,PANTS
womens,apparel,34.68,SHIRT
womens,apparel,40,SHIRT
mens,apparel,185,PANTS
womens,apparel,48,SHIRT
mens,apparel,185,PANTS
mens,apparel,196,PANTS
mens,apparel,176.4,PANTS
mens,apparel,129,PANTS
mens,apparel,39.5,SHIRT
womens,apparel,39.78,PANTS
womens,apparel,108,PANTS
womens,apparel,136,PANTS
womens,apparel,195.88,DRESS
womens,apparel,178,PANTS
womens,apparel,59.5,SHIRT
womens,apparel,79.5,PANTS
womens,apparel,129,DRESS
mens,apparel,39.99,PANTS
mens,apparel,39.99,PANTS
mens,apparel,39.99,PANTS
mens,apparel,100.97,PANTS
mens,apparel,150,PANTS
mens,apparel,69.99,SHIRT
womens,apparel,46,SWEATER
womens,apparel,42,SHIRT
womens,apparel,136.75,PANTS
womens,apparel,67.88,BLAZER
womens,apparel,77.88,SHIRT
womens,apparel,40.25,DRESS
womens,apparel,30.25,SHIRT
womens,apparel,67.88,BLAZER
womens,apparel,35.25,SHIRT
womens,apparel,36.25,PANTS
womens,apparel,27.99,PANTS
womens,apparel,46.56,PANTS
womens,apparel,28.79,PANTS
womens,apparel,36.09,SHIRT
womens,apparel,47.62,SWEATER
womens,apparel,57.62,PANTS
womens,apparel,69.14,BLAZER
womens,apparel,57.62,SKIRT
womens,apparel,132.2,SWEATER
womens,apparel,52.62,SWEATER
womens,apparel,162.2,OUTERWEAR
womens,apparel,162.2,OUTERWEAR
womens,apparel,77.88,SKIRT
womens,apparel,56.56,OUTERWEAR
womens,apparel,82.88,BLAZER
womens,apparel,31.49,PANTS
womens,apparel,27.25,SHIRT
womens,apparel,32.25,SHIRT
womens,apparel,67.88,SWEATER
mens,apparel,43.95,PANTS
mens,apparel,54.94,SHIRT
mens,apparel,61.19,PANTS
mens,apparel,56.19,SWEATER
mens,apparel,51.19,SHIRT
mens,apparel,174.92,BLAZER
mens,apparel,56.19,SWEATER
mens,apparel,51.19,PANTS
mens,apparel,74.94,PANTS
mens,apparel,49.99,SHIRT
mens,apparel,51.19,SHIRT
mens,apparel,51.19,PANTS
mens,apparel,174.92,BLAZER
mens,apparel,51.19,SWEATER
mens,apparel,56.19,PANTS
mens,apparel,54.94,SHIRT
mens,apparel,61.19,PANTS
mens,apparel,91.18,PANTS
mens,apparel,51.19,SWEATER
mens,apparel,46.19,PANTS
mens,apparel,51.19,PANTS
mens,apparel,54.94,SHIRT
mens,apparel,49.99,SHIRT
mens,apparel,54.94,SHIRT
mens,apparel,51.19,PANTS
mens,apparel,56.19,PANTS
womens,apparel,39.77,PANTS
womens,apparel,39.77,PANTS
womens,apparel,39.77,PANTS
womens,apparel,39.77,PANTS
womens,apparel,39.77,PANTS
womens,apparel,42.77,PANTS
womens,apparel,45.97,PANTS
womens,apparel,34.77,SHIRT
womens,apparel,55.97,SWEATER
womens,apparel,55.97,SWEATER
womens,apparel,34.77,SHIRT
womens,apparel,55.97,SWEATER
womens,apparel,45.97,PANTS
womens,apparel,45.97,PANTS
womens,apparel,39.77,SHIRT
womens,apparel,34.77,SHIRT
womens,apparel,45.97,SWEATER
womens,apparel,34.77,SHIRT
womens,apparel,35.99,SHIRT
womens,apparel,34.77,PANTS
womens,apparel,34.77,PANTS
mens,apparel,195,PANTS
mens,apparel,195,PANTS
mens,apparel,495,SUIT
mens,apparel,51.19,SWEATER
mens,apparel,56.19,SWEATER
mens,apparel,56.19,SWEATER
mens,apparel,51.19,SWEATER
mens,apparel,51.19,SWEATER
mens,apparel,74.5,SHIRT
mens,apparel,69.99,SHIRT
mens,apparel,181.99,OUTERWEAR
mens,apparel,69.99,SHIRT
mens,apparel,64.5,SHIRT
mens,apparel,69.99,SHIRT
mens,apparel,42.45,SHIRT
mens,apparel,42.45,SHIRT
womens,apparel,47.62,DRESS
womens,apparel,45.97,PANTS
womens,apparel,39.77,SWEATER
womens,apparel,308,DRESS
womens,apparel,198,DRESS
womens,apparel,176,PANTS
womens,apparel,69.14,DRESS
mens,apparel,599,OUTERWEAR
womens,apparel,295,OUTERWEAR
womens,apparel,149.99,DRESS
womens,apparel,88,PANTS
mens,apparel,69.5,SHIRT
mens,apparel,39.99,PANTS
mens,apparel,58,SHIRT
mens,apparel,140,PANTS
mens,apparel,98,PANTS
womens,apparel,109,SWEATER
mens,apparel,137.54,SHIRT
womens,apparel,26.09,SKIRT
mens,apparel,180,PANTS
mens,apparel,195,SHIRT
mens,apparel,56.19,PANTS
mens,apparel,47.44,SHIRT
womens,apparel,30.25,PANTS
womens,apparel,35.25,PANTS
womens,apparel,30.25,PANTS
mens,apparel,59.99,SHIRT
womens,apparel,39.99,DRESS
mens,apparel,84.5,SHIRT
mens,apparel,84.5,SHIRT
mens,apparel,84.5,SHIRT
womens,apparel,208,SHIRT
womens,apparel,187,PANTS
mens,apparel,81.75,PANTS
womens,apparel,29.99,DRESS
womens,apparel,35.99,DRESS
mens,apparel,49.99,SHIRT
womens,apparel,27.25,SHIRT
womens,apparel,82.17,OUTERWEAR
womens,apparel,45.97,SWEATER
womens,apparel,98.37,OUTERWEAR
womens,apparel,93.37,OUTERWEAR
womens,apparel,35.25,SHIRT
womens,apparel,45.97,SWEATER
womens,apparel,142.5,SWIMWEAR
womens,apparel,30.25,PANTS
womens,apparel,30.25,PANTS
womens,apparel,30.25,PANTS
womens,apparel,46.56,SHORTS
mens,apparel,191,OUTERWEAR
mens,apparel,191,OUTERWEAR
womens,apparel,46.56,SWEATER
womens,apparel,72.17,DRESS
mens,apparel,195,PANTS
mens,apparel,195,SHIRT
mens,apparel,99,PANTS
womens,apparel,55.97,PANTS
womens,apparel,34.77,DRESS
mens,apparel,195,PANTS
womens,apparel,35.6,PANTS
womens,apparel,78,DRESS
womens,apparel,47.99,PANTS
mens,apparel,36.99,OUTERWEAR
womens,apparel,158,SHIRT
womens,apparel,173,SHIRT
womens,apparel,37.77,SKIRT
womens,apparel,119.56,OUTERWEAR
mens,apparel,29.99,SWIMWEAR
womens,apparel,78,DRESS
womens,apparel,58,SHIRT
mens,apparel,47.99,SHIRT
mens,apparel,47.99,SWEATER
mens,apparel,47.99,SHIRT
womens,apparel,159,PANTS
womens,apparel,58,SHIRT
womens,apparel,108,DRESS
mens,apparel,37.12,SHORTS
mens,apparel,47.4,SHIRT
mens,apparel,47.4,SHIRT
womens,apparel,148,DRESS
mens,apparel,26.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,225,PANTS
mens,apparel,47.98,SHIRT
mens,apparel,32.98,SHIRT
mens,apparel,183,PANTS
mens,apparel,169,PANTS
mens,apparel,64.99,SWEATER
womens,apparel,152,SHORTS
womens,apparel,99,PANTS
womens,apparel,248,DRESS
womens,apparel,119.56,OUTERWEAR
womens,apparel,138,SKIRT
mens,apparel,88,SWEATER
mens,apparel,195,PANTS
mens,apparel,101.03,PANTS
womens,apparel,34,OUTERWEAR
mens,apparel,40,SHIRT
mens,apparel,37.14,SHIRT
womens,apparel,51.56,SWIMWEAR
womens,apparel,132.2,BLAZER
womens,apparel,51.56,PANTS
womens,apparel,51.56,PANTS
mens,apparel,29.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,29.99,SHIRT
womens,apparel,158,DRESS
mens,apparel,325,OUTERWEAR
mens,apparel,39.99,PANTS
mens,apparel,285.97,OUTERWEAR
mens,apparel,312.97,OUTERWEAR
womens,apparel,185,PANTS
mens,apparel,89.99,BLAZER
mens,apparel,89.99,BLAZER
mens,apparel,31.99,SWEATER
mens,apparel,91.97,OUTERWEAR
mens,apparel,91.97,OUTERWEAR
mens,apparel,91.97,OUTERWEAR
womens,apparel,89.19,BLAZER
mens,apparel,47.99,SUIT
mens,apparel,47.99,SUIT
mens,apparel,47.99,SUIT
mens,apparel,61.34,SWIMWEAR
womens,apparel,46,SHIRT
mens,apparel,169,PANTS
womens,apparel,44.2,SWIMWEAR
womens,apparel,44.2,SWIMWEAR
womens,apparel,109,PANTS
womens,apparel,36.66,OUTERWEAR
womens,apparel,41.09,SWEATER
mens,apparel,65.99,SHIRT
womens,apparel,309.56,OUTERWEAR
womens,apparel,64,SHIRT
mens,apparel,57.99,OUTERWEAR
womens,apparel,158,DRESS
womens,apparel,49.49,BLAZER
mens,apparel,99,PANTS
womens,apparel,35,SHIRT
womens,apparel,158,DRESS
womens,apparel,33,SHIRT
womens,apparel,33,SHIRT
womens,apparel,138,SHIRT
mens,apparel,175,PANTS
womens,apparel,43.3,PANTS
mens,apparel,168.39,PANTS
mens,apparel,52.49,PANTS
womens,apparel,178,PANTS
mens,apparel,75.56,SHIRT
womens,apparel,121,PANTS
womens,apparel,66.43,PANTS
mens,apparel,170,PANTS
mens,apparel,79.99,BLAZER
mens,apparel,59.99,BLAZER
mens,apparel,59.99,BLAZER
mens,apparel,59.99,BLAZER
mens,apparel,59.99,BLAZER
mens,apparel,45.98,SUIT
mens,apparel,80.98,OUTERWEAR
womens,apparel,224,PANTS
mens,apparel,200,PANTS
mens,apparel,184.98,PANTS
womens,apparel,39.99,DRESS
mens,apparel,195,SHIRT
mens,apparel,52,OUTERWEAR
mens,apparel,102.19,PANTS
womens,apparel,231,PANTS
womens,apparel,329,OUTERWEAR
womens,apparel,329,OUTERWEAR
womens,apparel,82.5,PANTS
womens,apparel,169.95,SWEATER
womens,apparel,172,PANTS
mens,apparel,179.95,SWEATER
mens,apparel,33.28,SWIMWEAR
womens,apparel,109,SWEATER
mens,apparel,27.99,PANTS
mens,apparel,36.99,PANTS
mens,apparel,36.99,PANTS
mens,apparel,36.99,PANTS
mens,apparel,147.98,BLAZER
mens,apparel,193.98,OUTERWEAR
womens,apparel,246.98,BLAZER
mens,apparel,153.98,OUTERWEAR
womens,apparel,203.98,OUTERWEAR
mens,apparel,203.98,OUTERWEAR
womens,apparel,207.98,BLAZER
mens,apparel,246.98,OUTERWEAR
womens,apparel,238.98,OUTERWEAR
womens,apparel,29.99,DRESS
mens,apparel,78.5,OUTERWEAR
mens,apparel,84.99,OUTERWEAR
mens,apparel,78.5,OUTERWEAR
mens,apparel,65.99,OUTERWEAR
mens,apparel,65.99,OUTERWEAR
mens,apparel,65.99,OUTERWEAR
mens,apparel,84.99,OUTERWEAR
mens,apparel,84.99,OUTERWEAR
mens,apparel,80.98,OUTERWEAR
mens,apparel,95.98,OUTERWEAR
mens,apparel,95.98,OUTERWEAR
mens,apparel,79.99,OUTERWEAR
womens,apparel,29.99,DRESS
womens,apparel,29.99,DRESS
mens,apparel,49.9,SUIT
womens,apparel,29.99,DRESS
womens,apparel,185,PANTS
womens,apparel,174,PANTS
womens,apparel,154,PANTS
womens,apparel,35.99,DRESS
womens,apparel,34.99,DRESS
womens,apparel,49.99,DRESS
womens,apparel,35.99,DRESS
womens,apparel,162.2,OUTERWEAR
womens,apparel,163.98,OUTERWEAR
womens,apparel,240.98,OUTERWEAR
mens,apparel,225.98,OUTERWEAR
mens,apparel,203.98,BLAZER
mens,apparel,244.98,OUTERWEAR
womens,apparel,244.98,OUTERWEAR
mens,apparel,232.98,OUTERWEAR
womens,apparel,240.98,OUTERWEAR
mens,apparel,249.98,BLAZER
womens,apparel,213.98,OUTERWEAR
womens,apparel,98.37,SWIMWEAR
mens,apparel,112.28,PANTS
mens,apparel,198,PANTS
mens,apparel,198,PANTS
womens,apparel,158,SHORTS
womens,apparel,198,PANTS
womens,apparel,15.6,SHORTS
mens,apparel,49.46,SHIRT
womens,apparel,62.62,BLAZER
womens,apparel,57.62,BLAZER
mens,apparel,39.99,PANTS
mens,apparel,39.99,PANTS
mens,apparel,39.99,PANTS
mens,apparel,29.99,SWEATER
mens,apparel,29.99,SWEATER
womens,apparel,31.99,SWEATER
mens,apparel,82,SWEATER
mens,apparel,78,SHIRT
womens,apparel,159.95,SWEATER
mens,apparel,35,SHIRT
mens,apparel,179.95,SWEATER
mens,apparel,179.95,SWEATER
womens,apparel,57.62,DRESS
womens,apparel,88,SHIRT
womens,apparel,28.99,DRESS
womens,apparel,28.99,DRESS
womens,apparel,78.78,DRESS
womens,apparel,158,SKIRT
womens,apparel,150,PANTS
womens,apparel,35.99,SHIRT
womens,apparel,245,PANTS
womens,apparel,141.75,PANTS
womens,apparel,89.7,PANTS
mens,apparel,39.99,OUTERWEAR
mens,apparel,39.99,OUTERWEAR
mens,apparel,39.99,OUTERWEAR
womens,apparel,26.99,PANTS
mens,apparel,100,SHORTS
womens,apparel,55.97,SWIMWEAR
womens,apparel,45.97,SWIMWEAR
mens,apparel,34.99,SHIRT
womens,apparel,67.92,PANTS
womens,apparel,440,PANTS
mens,apparel,25.99,SHIRT
womens,apparel,46.56,DRESS
womens,apparel,29.99,SWEATER
mens,apparel,66.34,OUTERWEAR
mens,apparel,49.5,SHIRT
mens,apparel,52.3,SHIRT
mens,apparel,169,SHIRT
mens,apparel,169,SHIRT
mens,apparel,169,SHIRT
mens,apparel,42.11,PANTS
mens,apparel,99,SHIRT
mens,apparel,99,SHIRT
mens,apparel,198,PANTS
mens,apparel,155.11,PANTS
womens,apparel,30.25,SHIRT
womens,apparel,25.99,DRESS
womens,apparel,25.99,DRESS
womens,apparel,25.99,DRESS
womens,apparel,25.99,DRESS
womens,apparel,55.2,DRESS
womens,apparel,68,SWEATER
womens,apparel,41.99,DRESS
womens,apparel,39,DRESS
mens,apparel,225,PANTS
womens,apparel,75,DRESS
womens,apparel,125.44,PANTS
womens,apparel,44.95,DRESS
womens,apparel,49.95,DRESS
womens,apparel,69.95,DRESS
womens,apparel,25,SHIRT
womens,apparel,172,PANTS
womens,apparel,172,PANTS
womens,apparel,99.81,PANTS
mens,apparel,59.5,SUIT
mens,apparel,132.07,PANTS
mens,apparel,101.03,PANTS
mens,apparel,93.06,PANTS
womens,apparel,109.89,PANTS
womens,apparel,49.99,PANTS
mens,apparel,158,PANTS
womens,apparel,56.41,PANTS
womens,apparel,220,DRESS
womens,apparel,138,DRESS
mens,apparel,149.99,PANTS
mens,apparel,59.9,SUIT
womens,apparel,168,PANTS
womens,apparel,168,PANTS
mens,apparel,95.99,BLAZER
womens,apparel,46.56,PANTS
womens,apparel,51.56,PANTS
womens,apparel,51.56,PANTS
womens,apparel,29.95,DRESS
womens,apparel,169,PANTS
womens,apparel,199,PANTS
mens,apparel,117.97,BLAZER
mens,apparel,31.03,PANTS
mens,apparel,77.58,PANTS
womens,apparel,47.99,SWEATER
womens,apparel,43.99,SHIRT
womens,apparel,29.99,DRESS
womens,apparel,29.99,DRESS
womens,apparel,29.99,DRESS
womens,apparel,98,PANTS
womens,apparel,148,SHIRT
womens,apparel,64,SHIRT
mens,apparel,150,PANTS
mens,apparel,160,PANTS
mens,apparel,190,PANTS
mens,apparel,180,PANTS
mens,apparel,170,PANTS
womens,apparel,150,PANTS
womens,apparel,160,PANTS
womens,apparel,190,PANTS
womens,apparel,150,PANTS
mens,apparel,29.99,PANTS
womens,apparel,30.25,PANTS
womens,apparel,30.74,PANTS
womens,apparel,138,PANTS
womens,apparel,98,DRESS
womens,apparel,29.13,DRESS
womens,apparel,58,SKIRT
mens,apparel,176,PANTS
womens,apparel,168,PANTS
womens,apparel,180,PANTS
mens,apparel,195,PANTS
mens,apparel,195,PANTS
womens,apparel,34.77,DRESS
womens,apparel,37.77,SHIRT
mens,apparel,59.99,SHORTS
mens,apparel,59.99,SHORTS
mens,apparel,29.99,SWIMWEAR
womens,apparel,35.99,DRESS
mens,apparel,52,SWEATER
mens,apparel,195,PANTS
mens,apparel,180,PANTS
mens,apparel,245,PANTS
mens,apparel,145,SHIRT
mens,apparel,64.98,SHIRT
womens,apparel,118.5,PANTS
mens,apparel,169,PANTS
mens,apparel,169,PANTS
mens,apparel,107.94,PANTS
mens,apparel,189,PANTS
womens,apparel,41.09,SHIRT
womens,apparel,41.09,SHIRT
womens,apparel,172.2,OUTERWEAR
womens,apparel,71.2,SHIRT
womens,apparel,158,SKIRT
womens,apparel,92,DRESS
mens,apparel,198,PANTS
mens,apparel,56.18,SWEATER
womens,apparel,78,SHIRT
womens,apparel,141,PANTS
womens,apparel,41.09,SHIRT
mens,apparel,168,PANTS
womens,apparel,178,PANTS
womens,apparel,45,SHIRT
womens,apparel,64,SHIRT
mens,apparel,210,PANTS
mens,apparel,49.97,SUIT
mens,apparel,49.97,SUIT
womens,apparel,99,DRESS
womens,apparel,94,DRESS
mens,apparel,55,SHIRT
mens,apparel,149.99,PANTS
womens,apparel,42,SHIRT
mens,apparel,168,PANTS
womens,apparel,40,SHIRT
womens,apparel,194.9,PANTS
mens,apparel,68,SHIRT
mens,apparel,188,PANTS
womens,apparel,99,PANTS
mens,apparel,129,PANTS
mens,apparel,149.99,PANTS
womens,apparel,34.74,SHIRT
womens,apparel,46,SHIRT
womens,apparel,34.68,SHIRT
womens,apparel,44,SHIRT
womens,apparel,32.28,SHIRT
womens,apparel,46.42,PANTS
mens,apparel,116.74,PANTS
womens,apparel,99,PANTS
mens,apparel,44.95,SHIRT
mens,apparel,168,PANTS
womens,apparel,158,PANTS
womens,apparel,228,SHIRT
womens,apparel,39.5,SHIRT
womens,apparel,220,PANTS
womens,apparel,175,PANTS
womens,apparel,225,PANTS
womens,apparel,89.24,OUTERWEAR
womens,apparel,56,SHORTS
womens,apparel,56,SHORTS
womens,apparel,51.75,PANTS
womens,apparel,140,PANTS
womens,apparel,88,SHIRT
mens,apparel,99.99,BLAZER
mens,apparel,99.99,BLAZER
womens,apparel,168,PANTS
mens,apparel,198,PANTS
mens,apparel,133.71,PANTS
mens,apparel,45.76,PANTS
womens,apparel,69.99,PANTS
womens,apparel,180,PANTS
mens,apparel,84,SHORTS
mens,apparel,84,SHORTS
womens,apparel,79.2,PANTS
mens,apparel,169,PANTS
mens,apparel,148.5,PANTS
mens,apparel,139.65,PANTS
womens,apparel,189,PANTS
womens,apparel,100.96,PANTS
womens,apparel,107.99,PANTS
womens,apparel,119.99,PANTS
womens,apparel,189,PANTS
womens,apparel,94.96,PANTS
womens,apparel,148.5,PANTS
womens,apparel,133.5,PANTS
mens,apparel,198,PANTS
womens,apparel,49.45,PANTS
womens,apparel,158,PANTS
mens,apparel,54,SHIRT
womens,apparel,216,PANTS
mens,apparel,40,SHIRT
mens,apparel,40,SHIRT
mens,apparel,40,SHIRT
mens,apparel,40,SHIRT
mens,apparel,40,SHIRT
mens,apparel,60,SHORTS
mens,apparel,85,PANTS
womens,apparel,185,PANTS
womens,apparel,299,OUTERWEAR
womens,apparel,180,PANTS
womens,apparel,149.28,PANTS
womens,apparel,198,PANTS
womens,apparel,205,PANTS
womens,apparel,198,PANTS
womens,apparel,120.98,PANTS
womens,apparel,198,PANTS
womens,apparel,136,SHIRT
womens,apparel,49.95,PANTS
mens,apparel,37.9,SHIRT
mens,apparel,165,PANTS
mens,apparel,165,PANTS
womens,apparel,198,PANTS
womens,apparel,198,PANTS
womens,apparel,198,PANTS
mens,apparel,74,SHIRT
mens,apparel,298.69,BLAZER
mens,apparel,168,PANTS
mens,apparel,178,PANTS
mens,apparel,215,PANTS
mens,apparel,109.52,PANTS
womens,apparel,62,PANTS
womens,apparel,101.03,PANTS
womens,apparel,98.98,PANTS
mens,apparel,49.97,SUIT
mens,apparel,42,SWEATER
mens,apparel,42,SWEATER
womens,apparel,54,SWEATER
womens,apparel,70,OUTERWEAR
womens,apparel,62,SWEATER
womens,apparel,62,SWEATER
mens,apparel,42,SWEATER
mens,apparel,34,SWEATER
mens,apparel,34,SWEATER
womens,apparel,58,OUTERWEAR
womens,apparel,36,SWEATER
womens,apparel,38,SWEATER
womens,apparel,42,OUTERWEAR
womens,apparel,42,SWEATER
mens,apparel,40,OUTERWEAR
mens,apparel,40,SWEATER
mens,apparel,40,SWEATER
womens,apparel,40,SWEATER
womens,apparel,36,SWEATER
mens,apparel,40,SWEATER
