Department,ProductGroup,Price,Type
mens,apparel,39.5,SHIRT
mens,apparel,39.5,SHIRT
mens,apparel,99,PANTS
mens,apparel,99,PANTS
womens,apparel,54,SWEATER
womens,apparel,268,PANTS
womens,apparel,323,DRESS
womens,apparel,448,BLAZER
mens,apparel,118,PANTS
mens,apparel,81.79,PANTS
mens,apparel,98,PANTS
mens,apparel,118,PANTS
mens,apparel,118,PANTS
mens,apparel,32.01,SHIRT
mens,apparel,35.84,SHIRT
mens,apparel,195,PANTS
womens,apparel,99,PANTS
womens,apparel,34.68,SHIRT
womens,apparel,40,SHIRT
mens,apparel,185,PANTS
womens,apparel,48,SHIRT
mens,apparel,185,PANTS
mens,apparel,196,PANTS
mens,apparel,176.4,PANTS
mens,apparel,129,PANTS
mens,apparel,39.5,SHIRT
womens,apparel,46.38,PANTS
womens,apparel,108,PANTS
womens,apparel,136,PANTS
womens,apparel,195.88,DRESS
womens,apparel,178,PANTS
womens,apparel,32.11,SHIRT
womens,apparel,79.5,PANTS
womens,apparel,129,DRESS
mens,apparel,39.99,PANTS
mens,apparel,39.99,PANTS
mens,apparel,39.99,PANTS
mens,apparel,101.03,PANTS
mens,apparel,150,PANTS
mens,apparel,69.99,SHIRT
womens,apparel,46,SHIRT
womens,apparel,46,SHIRT
womens,apparel,42,SHIRT
womens,apparel,115.5,PANTS
mens,apparel,26.99,SHIRT
mens,apparel,29.99,SHIRT
womens,apparel,67.88,BLAZER
womens,apparel,41.99,PANTS
womens,apparel,28,DRESS
womens,apparel,67.88,SKIRT
womens,apparel,72.88,SHIRT
womens,apparel,30.25,SHIRT
womens,apparel,67.88,BLAZER
womens,apparel,35.25,SHIRT
womens,apparel,41.99,PANTS
womens,apparel,46.56,PANTS
womens,apparel,31.99,PANTS
womens,apparel,26.09,SWEATER
womens,apparel,57.62,PANTS
womens,apparel,69.14,BLAZER
womens,apparel,57.62,SKIRT
womens,apparel,132.2,SWEATER
womens,apparel,31.09,SWEATER
womens,apparel,162.2,OUTERWEAR
womens,apparel,162.2,OUTERWEAR
womens,apparel,36.09,SHIRT
womens,apparel,45.49,PANTS
womens,apparel,29.59,SHIRT
womens,apparel,51.56,PANTS
womens,apparel,82.88,BLAZER
womens,apparel,45.49,PANTS
womens,apparel,27.25,SHIRT
womens,apparel,32.25,SHIRT
womens,apparel,25.25,SHIRT
womens,apparel,46.56,SWEATER
womens,apparel,46.56,SWEATER
mens,apparel,54.94,SHIRT
mens,apparel,56.19,PANTS
mens,apparel,56.19,SWEATER
mens,apparel,51.19,SHIRT
mens,apparel,56.19,SWEATER
mens,apparel,56.19,PANTS
mens,apparel,51.19,PANTS
mens,apparel,74.94,PANTS
mens,apparel,49.99,SHIRT
mens,apparel,174.92,BLAZER
mens,apparel,61.19,PANTS
mens,apparel,67.44,PANTS
mens,apparel,67.44,PANTS
mens,apparel,42.45,SHIRT
mens,apparel,51.19,SWEATER
mens,apparel,56.19,PANTS
mens,apparel,44.99,SHIRT
mens,apparel,54.94,SHIRT
mens,apparel,61.19,PANTS
mens,apparel,91.18,PANTS
mens,apparel,54.94,SHIRT
mens,apparel,46.19,SWEATER
mens,apparel,67.44,PANTS
mens,apparel,46.19,PANTS
mens,apparel,54.94,SHIRT
mens,apparel,51.19,PANTS
mens,apparel,51.19,PANTS
mens,apparel,51.19,PANTS
mens,apparel,54.94,SHIRT
mens,apparel,54.94,SHIRT
mens,apparel,51.19,PANTS
mens,apparel,49.99,SHIRT
womens,apparel,34.77,PANTS
womens,apparel,34.77,PANTS
womens,apparel,34.77,PANTS
womens,apparel,34.77,SWEATER
womens,apparel,34.77,PANTS
womens,apparel,39.77,SWEATER
womens,apparel,34.77,PANTS
womens,apparel,39.77,PANTS
womens,apparel,39.77,PANTS
womens,apparel,45.97,SWEATER
womens,apparel,45.97,SWEATER
womens,apparel,45.97,SWEATER
womens,apparel,39.77,PANTS
womens,apparel,29.77,SHIRT
womens,apparel,39.77,SKIRT
womens,apparel,29.77,PANTS
womens,apparel,29.77,PANTS
womens,apparel,29.77,PANTS
mens,apparel,195,PANTS
mens,apparel,195,PANTS
mens,apparel,495,SUIT
mens,apparel,56.19,SWEATER
mens,apparel,56.19,SWEATER
mens,apparel,51.19,SWEATER
mens,apparel,51.19,SWEATER
mens,apparel,61.19,SWEATER
mens,apparel,74.5,SHIRT
mens,apparel,69.99,SHIRT
mens,apparel,181.99,OUTERWEAR
mens,apparel,69.99,SHIRT
mens,apparel,69.99,SHIRT
mens,apparel,64.5,SHIRT
mens,apparel,69.99,SHIRT
mens,apparel,42.45,SHIRT
mens,apparel,42.45,SHIRT
mens,apparel,42.45,SHIRT
mens,apparel,42.45,SHIRT
mens,apparel,30.99,SWEATER
mens,apparel,27.99,SWEATER
womens,apparel,39.77,PANTS
mens,apparel,36,SHORTS
womens,apparel,308,DRESS
mens,apparel,37.99,SWEATER
mens,apparel,37.99,SWEATER
womens,apparel,198,DRESS
womens,apparel,45.49,PANTS
womens,apparel,176,PANTS
womens,apparel,69.14,DRESS
mens,apparel,219,OUTERWEAR
womens,apparel,42,SHIRT
mens,apparel,599,OUTERWEAR
womens,apparel,295,OUTERWEAR
womens,apparel,88,PANTS
womens,apparel,149.99,DRESS
womens,apparel,88,PANTS
mens,apparel,69.5,SHIRT
mens,apparel,39.99,PANTS
mens,apparel,29.99,SHIRT
mens,apparel,140,PANTS
mens,apparel,98,PANTS
womens,apparel,109,SWEATER
mens,apparel,167.7,SHIRT
womens,apparel,26.09,SKIRT
mens,apparel,180,PANTS
mens,apparel,195,SHIRT
mens,apparel,56.19,PANTS
mens,apparel,47.44,SHIRT
womens,apparel,35.25,PANTS
womens,apparel,35.25,PANTS
womens,apparel,30.25,PANTS
mens,apparel,39.99,PANTS
mens,apparel,39.99,PANTS
mens,apparel,59.99,SHIRT
mens,apparel,35.99,SHIRT
mens,apparel,32.99,SHIRT
mens,apparel,35.99,SHIRT
mens,apparel,26.99,SHIRT
mens,apparel,26.99,SHIRT
mens,apparel,37.99,OUTERWEAR
womens,apparel,39.99,DRESS
mens,apparel,84.5,SHIRT
mens,apparel,79.5,SHIRT
mens,apparel,84.5,SHIRT
mens,apparel,84.5,SHIRT
womens,apparel,208,SHIRT
womens,apparel,187,PANTS
mens,apparel,87.2,PANTS
womens,apparel,34.99,DRESS
womens,apparel,34.99,DRESS
womens,apparel,29.99,DRESS
womens,apparel,35.99,DRESS
womens,apparel,55.97,OUTERWEAR
womens,apparel,35.25,SHIRT
womens,apparel,67.17,OUTERWEAR
womens,apparel,142.5,SWIMWEAR
womens,apparel,40.25,PANTS
womens,apparel,40.25,PANTS
womens,apparel,40.25,PANTS
womens,apparel,46.56,SHORTS
womens,apparel,29.99,DRESS
mens,apparel,191,OUTERWEAR
mens,apparel,191,OUTERWEAR
womens,apparel,46.56,SWEATER
mens,apparel,195,PANTS
mens,apparel,136.5,SHIRT
mens,apparel,99,PANTS
mens,apparel,46.19,SHIRT
mens,apparel,195,PANTS
womens,apparel,48.99,PANTS
womens,apparel,78,DRESS
womens,apparel,47.99,PANTS
mens,apparel,38.88,OUTERWEAR
womens,apparel,133,SHIRT
womens,apparel,173,SHIRT
mens,apparel,49.99,BLAZER
mens,apparel,49.99,BLAZER
mens,apparel,42.99,SHIRT
mens,apparel,45.99,SHIRT
mens,apparel,42.99,SHIRT
mens,apparel,27.99,SHIRT
mens,apparel,26.99,SHIRT
womens,apparel,31.77,SKIRT
womens,apparel,77.17,OUTERWEAR
mens,apparel,27.99,SHIRT
mens,apparel,30.99,SHIRT
mens,apparel,27.99,SHIRT
mens,apparel,27.99,SHIRT
mens,apparel,27.99,SHIRT
mens,apparel,27.99,SHIRT
mens,apparel,27.99,SHIRT
mens,apparel,27.99,SHIRT
mens,apparel,30.99,SHIRT
womens,apparel,78,DRESS
womens,apparel,31,SHIRT
womens,apparel,58,SHIRT
mens,apparel,47.99,SHIRT
mens,apparel,47.99,SHIRT
mens,apparel,45.99,SUIT
womens,apparel,159,PANTS
womens,apparel,58,SHIRT
womens,apparel,108,DRESS
mens,apparel,45,SHORTS
mens,apparel,47.4,SHIRT
mens,apparel,47.4,SHIRT
mens,apparel,45.99,SHIRT
mens,apparel,29.99,SWEATER
mens,apparel,29.99,SHIRT
womens,apparel,148,DRESS
mens,apparel,27.99,SHIRT
mens,apparel,32.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,30.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,26.99,SHIRT
mens,apparel,26.99,SHIRT
mens,apparel,26.99,SHIRT
mens,apparel,26.99,SHIRT
mens,apparel,26.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,67.99,OUTERWEAR
mens,apparel,26.99,SWEATER
mens,apparel,29.99,SWEATER
mens,apparel,35.99,SHIRT
womens,apparel,118,SHIRT
mens,apparel,225,PANTS
mens,apparel,183,PANTS
mens,apparel,169,PANTS
mens,apparel,52.99,BLAZER
mens,apparel,52.99,BLAZER
womens,apparel,152,SHORTS
mens,apparel,32.99,SHIRT
mens,apparel,35.99,SHIRT
womens,apparel,154,PANTS
womens,apparel,248,DRESS
womens,apparel,77.17,OUTERWEAR
womens,apparel,138,SKIRT
mens,apparel,88,SWEATER
mens,apparel,195,PANTS
mens,apparel,27.99,SHIRT
mens,apparel,27.99,SHIRT
mens,apparel,101.03,PANTS
mens,apparel,29.99,SHIRT
mens,apparel,40,SHIRT
mens,apparel,27.84,SHIRT
womens,apparel,51.56,SWIMWEAR
womens,apparel,112.2,BLAZER
womens,apparel,61.56,PANTS
womens,apparel,61.56,PANTS
mens,apparel,29.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,29.99,SHIRT
mens,apparel,29.99,SHIRT
womens,apparel,158,DRESS
mens,apparel,325,OUTERWEAR
mens,apparel,39.99,PANTS
mens,apparel,285.97,OUTERWEAR
mens,apparel,312.97,OUTERWEAR
womens,apparel,185,PANTS
womens,apparel,89.19,OUTERWEAR
mens,apparel,89.99,BLAZER
womens,apparel,50.97,DRESS
mens,apparel,91.97,OUTERWEAR
mens,apparel,91.97,OUTERWEAR
mens,apparel,47.99,SUIT
mens,apparel,47.99,SUIT
mens,apparel,47.99,SUIT
mens,apparel,47.99,SUIT
mens,apparel,61.34,SWIMWEAR
womens,apparel,46,SHIRT
mens,apparel,71.88,SWEATER
womens,apparel,58,OUTERWEAR
womens,apparel,39.2,SWIMWEAR
womens,apparel,39.2,SWIMWEAR
womens,apparel,109,PANTS
womens,apparel,41.09,SWEATER
womens,apparel,31.09,SWEATER
mens,apparel,65.99,SHIRT
womens,apparel,64,SHIRT
mens,apparel,60.75,OUTERWEAR
mens,apparel,55.23,OUTERWEAR
mens,apparel,29.41,SWEATER
womens,apparel,158,DRESS
mens,apparel,43.49,SHIRT
mens,apparel,43.49,SHIRT
womens,apparel,89,BLAZER
mens,apparel,99,PANTS
womens,apparel,35,SHIRT
womens,apparel,158,DRESS
womens,apparel,33,SHIRT
mens,apparel,99.99,BLAZER
womens,apparel,138,SHIRT
mens,apparel,175,PANTS
womens,apparel,50.42,PANTS
womens,apparel,56.99,OUTERWEAR
mens,apparel,168.39,PANTS
mens,apparel,55.99,PANTS
womens,apparel,99,DRESS
womens,apparel,178,PANTS
mens,apparel,75.56,SHIRT
womens,apparel,173.27,PANTS
womens,apparel,65.99,PANTS
mens,apparel,170,PANTS
mens,apparel,79.56,BLAZER
mens,apparel,59.99,BLAZER
mens,apparel,59.99,BLAZER
mens,apparel,59.99,BLAZER
mens,apparel,45.98,SUIT
mens,apparel,80.98,OUTERWEAR
mens,apparel,61.99,OUTERWEAR
womens,apparel,224,PANTS
mens,apparel,200,PANTS
mens,apparel,184.98,PANTS
mens,apparel,44.99,OUTERWEAR
mens,apparel,25.99,SWEATER
mens,apparel,25.99,SWEATER
mens,apparel,25.99,SWEATER
womens,apparel,96,DRESS
womens,apparel,39.99,DRESS
womens,apparel,54.99,DRESS
mens,apparel,195,SHIRT
mens,apparel,52,OUTERWEAR
mens,apparel,52,OUTERWEAR
mens,apparel,27.99,SHIRT
mens,apparel,102.12,PANTS
mens,apparel,32.99,SHIRT
mens,apparel,26.99,SWEATER
womens,apparel,231,PANTS
womens,apparel,101.03,PANTS
womens,apparel,172,PANTS
mens,apparel,33.28,SWIMWEAR
mens,apparel,39.99,PANTS
mens,apparel,27.99,PANTS
mens,apparel,36.99,PANTS
mens,apparel,143.98,BLAZER
mens,apparel,193.98,OUTERWEAR
womens,apparel,246.98,BLAZER
mens,apparel,153.98,OUTERWEAR
womens,apparel,203.98,OUTERWEAR
mens,apparel,203.98,OUTERWEAR
mens,apparel,246.98,OUTERWEAR
womens,apparel,238.98,OUTERWEAR
mens,apparel,178,PANTS
womens,apparel,39.99,DRESS
womens,apparel,32.99,SWEATER
mens,apparel,78.5,OUTERWEAR
mens,apparel,84.99,OUTERWEAR
mens,apparel,78.5,OUTERWEAR
mens,apparel,65.99,OUTERWEAR
mens,apparel,65.99,OUTERWEAR
mens,apparel,65.99,OUTERWEAR
mens,apparel,84.99,OUTERWEAR
mens,apparel,84.99,OUTERWEAR
mens,apparel,80.98,OUTERWEAR
mens,apparel,118,PANTS
mens,apparel,95.98,OUTERWEAR
mens,apparel,109.99,OUTERWEAR
womens,apparel,56.99,OUTERWEAR
womens,apparel,29.99,DRESS
womens,apparel,29.99,DRESS
womens,apparel,29.99,DRESS
womens,apparel,29.99,DRESS
womens,apparel,29.99,DRESS
womens,apparel,29.99,DRESS
womens,apparel,29.99,DRESS
womens,apparel,29.99,DRESS
mens,apparel,49.9,SUIT
womens,apparel,29.99,DRESS
mens,apparel,41.99,OUTERWEAR
womens,apparel,88,PANTS
womens,apparel,185,PANTS
womens,apparel,174,PANTS
womens,apparel,154,PANTS
womens,apparel,35.99,OUTERWEAR
womens,apparel,56.99,OUTERWEAR
womens,apparel,198,SHIRT
womens,apparel,35.99,DRESS
womens,apparel,34.99,DRESS
womens,apparel,35.99,DRESS
womens,apparel,162.2,OUTERWEAR
womens,apparel,163.98,OUTERWEAR
mens,apparel,232.98,OUTERWEAR
mens,apparel,203.98,BLAZER
womens,apparel,205.98,BLAZER
mens,apparel,193.98,OUTERWEAR
mens,apparel,244.98,OUTERWEAR
mens,apparel,232.98,OUTERWEAR
womens,apparel,213.98,OUTERWEAR
mens,apparel,133.11,PANTS
mens,apparel,198,PANTS
mens,apparel,198,PANTS
womens,apparel,158,SHORTS
womens,apparel,158,SHORTS
womens,apparel,109,PANTS
mens,apparel,29.39,SHIRT
mens,apparel,73.99,OUTERWEAR
womens,apparel,62.62,BLAZER
womens,apparel,57.62,BLAZER
womens,apparel,62.62,BLAZER
mens,apparel,39.99,PANTS
mens,apparel,39.99,PANTS
mens,apparel,39.99,PANTS
mens,apparel,29.99,SWEATER
mens,apparel,29.99,SWEATER
womens,apparel,31.99,SWEATER
mens,apparel,82,SWEATER
mens,apparel,78,SHIRT
mens,apparel,35,SHIRT
womens,apparel,57.62,DRESS
womens,apparel,52.62,SHIRT
womens,apparel,88,SHIRT
womens,apparel,28.99,DRESS
womens,apparel,28.99,DRESS
womens,apparel,82.97,DRESS
womens,apparel,158,SKIRT
womens,apparel,150,PANTS
womens,apparel,245,PANTS
mens,apparel,44.99,OUTERWEAR
womens,apparel,98.97,PANTS
womens,apparel,39.77,SWEATER
mens,apparel,42.45,SHIRT
mens,apparel,39.99,OUTERWEAR
mens,apparel,39.99,OUTERWEAR
mens,apparel,63.47,OUTERWEAR
womens,apparel,26.99,PANTS
mens,apparel,100,SHORTS
mens,apparel,95.99,BLAZER
mens,apparel,34.99,SHIRT
womens,apparel,67.92,PANTS
womens,apparel,440,PANTS
womens,apparel,31.25,DRESS
womens,apparel,29.99,SWEATER
womens,apparel,43.49,DRESS
mens,apparel,49.5,SHIRT
mens,apparel,52.3,SHIRT
mens,apparel,169,SHIRT
mens,apparel,169,SHIRT
mens,apparel,169,SHIRT
mens,apparel,60.31,PANTS
mens,apparel,99,SHIRT
mens,apparel,99,SHIRT
mens,apparel,198,PANTS
mens,apparel,176,PANTS
mens,apparel,155.11,PANTS
womens,apparel,98,SHIRT
womens,apparel,25.99,DRESS
womens,apparel,25.99,DRESS
womens,apparel,25.99,DRESS
womens,apparel,25.99,DRESS
womens,apparel,25.99,DRESS
womens,apparel,25.99,DRESS
womens,apparel,25.99,DRESS
womens,apparel,25.99,DRESS
womens,apparel,25.99,DRESS
womens,apparel,25.99,DRESS
womens,apparel,68,SWEATER
womens,apparel,41.99,DRESS
womens,apparel,39,DRESS
mens,apparel,225,PANTS
womens,apparel,75,DRESS
womens,apparel,179.64,PANTS
womens,apparel,44.95,DRESS
womens,apparel,54.95,DRESS
womens,apparel,54.95,DRESS
womens,apparel,54.95,DRESS
womens,apparel,49.95,DRESS
womens,apparel,49.95,DRESS
womens,apparel,49.95,DRESS
womens,apparel,49.95,DRESS
womens,apparel,49.95,DRESS
womens,apparel,69.95,DRESS
womens,apparel,172,PANTS
womens,apparel,172,PANTS
womens,apparel,142.91,PANTS
womens,apparel,25.99,DRESS
womens,apparel,25.99,DRESS
womens,apparel,25.99,DRESS
womens,apparel,25.99,DRESS
womens,apparel,25.99,DRESS
womens,apparel,25.99,DRESS
womens,apparel,25.99,DRESS
womens,apparel,25.99,DRESS
mens,apparel,59.5,SUIT
mens,apparel,132.11,PANTS
mens,apparel,101.06,PANTS
mens,apparel,101.06,PANTS
womens,apparel,121.24,PANTS
mens,apparel,158,PANTS
womens,apparel,75.9,PANTS
womens,apparel,220,DRESS
womens,apparel,132,SKIRT
womens,apparel,138,DRESS
womens,apparel,65,SWEATER
mens,apparel,59.9,SUIT
womens,apparel,117.6,PANTS
mens,apparel,95.99,BLAZER
mens,apparel,26.49,SHORTS
womens,apparel,56.56,PANTS
womens,apparel,61.56,PANTS
womens,apparel,56.56,PANTS
mens,apparel,149.99,PANTS
womens,apparel,29.95,DRESS
womens,apparel,169,PANTS
womens,apparel,162.25,PANTS
mens,apparel,117.97,BLAZER
mens,apparel,31.03,PANTS
mens,apparel,77.58,PANTS
womens,apparel,47.99,SWEATER
womens,apparel,43.99,SHIRT
womens,apparel,29.99,DRESS
womens,apparel,108,PANTS
womens,apparel,98,PANTS
womens,apparel,148,SHIRT
womens,apparel,64,SHIRT
mens,apparel,150,PANTS
mens,apparel,160,PANTS
mens,apparel,190,PANTS
mens,apparel,180,PANTS
mens,apparel,170,PANTS
womens,apparel,150,PANTS
womens,apparel,160,PANTS
womens,apparel,190,PANTS
womens,apparel,150,PANTS
womens,apparel,59,PANTS
womens,apparel,138,PANTS
womens,apparel,98,DRESS
womens,apparel,39.61,DRESS
womens,apparel,30.03,DRESS
mens,apparel,176,PANTS
womens,apparel,168,PANTS
mens,apparel,54.99,PANTS
womens,apparel,180,PANTS
mens,apparel,24.99,SWEATER
mens,apparel,88,SHIRT
mens,apparel,195,PANTS
mens,apparel,195,PANTS
womens,apparel,31.77,SHIRT
womens,apparel,122,PANTS
mens,apparel,59.99,SHORTS
mens,apparel,59.99,SHORTS
womens,apparel,35.99,DRESS
mens,apparel,195,PANTS
mens,apparel,180,PANTS
mens,apparel,245,PANTS
mens,apparel,145,SHIRT
womens,apparel,132,PANTS
mens,apparel,169,PANTS
mens,apparel,169,PANTS
mens,apparel,107.94,PANTS
mens,apparel,189,PANTS
womens,apparel,41.09,SHIRT
womens,apparel,172.2,OUTERWEAR
womens,apparel,71.2,SHIRT
womens,apparel,158,SKIRT
womens,apparel,92,DRESS
womens,apparel,39.99,DRESS
womens,apparel,34.99,DRESS
mens,apparel,198,PANTS
mens,apparel,80.45,SWEATER
womens,apparel,78,SHIRT
womens,apparel,141,PANTS
womens,apparel,79,SWEATER
mens,apparel,168,PANTS
womens,apparel,45,SHIRT
womens,apparel,64,SHIRT
mens,apparel,210,PANTS
mens,apparel,49.97,SUIT
mens,apparel,49.97,SUIT
womens,apparel,99,DRESS
womens,apparel,94,DRESS
mens,apparel,55,SHIRT
